hsk6級,红包,hong2 bao1,赤い封筒
hsk6級,宏观,hong2 guan1,マクロ
hsk6級,洪水,hong2 shui3,洪水
hsk6級,宏伟,hong2 wei3,壮大な
hsk6級,喉咙,hou2 long2,喉
hsk6級,吼,hou3,とどろき
hsk6級,后代,hou4 dai4,後世
hsk6級,后顾之忧,hou4 gu4 zhi1 you1,悩み
hsk6級,后面,hou4 mian4,後ろ
hsk6級,后勤,hou4 qin2,ロジスティクス
hsk6級,候选,hou4 xuan3,候補者
hsk6級,忽略,hu1 lve4,無視し
hsk6級,呼啸,hu1 xiao4,商売人
hsk6級,呼吁,hu1 yu4,アピール
hsk6級,胡乱,hu2 luan4,何気なく
hsk6級,湖泊,hu2 po1,湖
hsk6級,互联网,hu4 lian2 wang3,インターネット
hsk6級,华丽,hua2 li4,ゴージャス
hsk6級,华侨,hua2 qiao2,華僑
hsk6級,化肥,hua4 fei2,肥料
hsk6級,划分,hua4 fen1,分割
hsk6級,画蛇添足,hua4 she2 tian1 zu2,ギルドユリ
hsk6級,化石,hua4 shi2,化石
hsk6級,话筒,hua4 tong3,マイクロフォン
hsk6級,化验,hua4 yan4,アッセイ
hsk6級,化妆,hua4 zhuang1,化粧
hsk6級,怀孕,huai2 yun4,妊娠してい
hsk6級,欢乐,huan1 le4,喜び
hsk6級,环节,huan2 jie2,リンク
hsk6級,还原,huan2 yuan2,削減
hsk6級,缓和,huan3 he2,楽
hsk6級,患者,huan4 zhe3,患者
hsk6級,荒凉,huang1 liang2,荒涼たる
hsk6級,慌忙,huang1 mang2,慌しい
hsk6級,荒谬,huang1 miu4,ばかげました
hsk6級,荒唐,huang1 tang2,不合理
hsk6級,黄昏,huang2 hun1,夜
hsk6級,恍然大悟,huang3 ran2 da4 wu4,なぜ理解
hsk6級,辉煌,hui1 huang2,輝かしい
hsk6級,挥霍,hui1 huo4,撒き散らし
hsk6級,回报,hui2 bao4,リターン
hsk6級,回避,hui2 bi4,サイドステップ
hsk6級,回顾,hui2 gu4,レビュー
hsk6級,回收,hui2 shou1,取り戻し
hsk6級,悔恨,hui3 hen4,悔い
hsk6級,毁灭,hui3 mie4,破壊し
hsk6級,汇报,hui4 bao4,レポート
hsk6級,贿赂,hui4 lu4,賄賂
hsk6級,会晤,hui4 wu4,出会い
hsk6級,昏迷,hun1 mi2,昏睡
hsk6級,浑身,hun2 shen1,全て終わり
hsk6級,混合,hun4 he2,ミックス
hsk6級,混乱,hun4 luan4,混乱
hsk6級,混淆,hun4 xiao2,混乱
hsk6級,混浊,hun4 zhuo2,濁っ
hsk6級,活该,huo2 gai1,値し
hsk6級,活力,huo2 li4,活力
hsk6級,火箭,huo3 jian4,ロケット
hsk6級,火焰,huo3 yan4,炎
hsk6級,火药,huo3 yao4,火薬
hsk6級,货币,huo4 bi4,通貨
hsk6級,或许,huo4 xu3,多分
hsk6級,基地,ji1 di4,ベース
hsk6級,机动,ji1 dong4,工作
hsk6級,饥饿,ji1 e4,飢餓
hsk6級,激发,ji1 fa1,エキサイト
hsk6級,机构,ji1 gou4,代理店
hsk6級,机关,ji1 guan1,オフィス
hsk6級,基金,ji1 jin1,ファンド
hsk6級,激励,ji1 li4,励起
hsk6級,机灵,ji1 ling5,賢い
hsk6級,机密,ji1 mi4,親展
hsk6級,激情,ji1 qing2,熱意
hsk6級,讥笑,ji1 xiao4,嘲り
hsk6級,机械,ji1 xie4,機械
hsk6級,基因,ji1 yin1,遺伝子
hsk6級,机遇,ji1 yu4,チャンス
hsk6級,机智,ji1 zhi4,軽妙
hsk6級,即便,ji2 bian4,例え
hsk6級,级别,ji2 bie2,レベル
hsk6級,疾病,ji2 bing4,病気
hsk6級,嫉妒,ji2 du4,ジェラス
hsk6級,极端,ji2 duan1,極端な
hsk6級,急功近利,ji2 gong1 jin4 li4,瞬時の成功
hsk6級,籍贯,ji2 guan4,出生地
hsk6級,即将,ji2 jiang1,来たる
hsk6級,急剧,ji2 ju4,シャープ
hsk6級,急切,ji2 qie4,緊急
hsk6級,集团,ji2 tuan2,グループ
hsk6級,极限,ji2 xian4,リミット
hsk6級,吉祥,ji2 xiang2,吉祥
hsk6級,急于求成,ji2 yu2 qiu2 cheng2,心配して
hsk6級,及早,ji2 zao3,できるだけ早く
hsk6級,急躁,ji2 zao4,過敏性
hsk6級,给予,ji3 yu3,与え
hsk6級,继承,ji4 cheng2,受け継ぎ
hsk6級,季度,ji4 du4,四半期
hsk6級,忌讳,ji4 hui4,タブー
hsk6級,计较,ji4 jiao4,騒ぎ
hsk6級,寂静,ji4 jing4,沈黙
hsk6級,季军,ji4 jun1,次点
hsk6級,技能,ji4 neng2,スキル
hsk6級,技巧,ji4 qiao3,スキル
hsk6級,寄托,ji4 tuo1,場所
hsk6級,继往开来,ji4 wang3 kai1 lai2,未来
hsk6級,迹象,ji4 xiang4,看板
hsk6級,记性,ji4 xing5,メモリ
hsk6級,纪要,ji4 yao4,概要
hsk6級,记载,ji4 zai3,記録
hsk6級,家常,jia1 chang2,家庭的な
hsk6級,加工,jia1 gong1,加工
hsk6級,家伙,jia1 huo5,男
hsk6級,加剧,jia1 ju4,激化
hsk6級,家属,jia1 shu3,家族
hsk6級,佳肴,jia1 yao2,食べ物
hsk6級,家喻户晓,jia1 yu4 hu4 xiao3,世帯
hsk6級,夹杂,jia1 za2,算入
hsk6級,假设,jia3 she4,仮説
hsk6級,假使,jia3 shi3,もし
hsk6級,坚定,jian1 ding4,ファーム
hsk6級,监督,jian1 du1,監督し
hsk6級,尖端,jian1 duan1,洗練されました
hsk6級,坚固,jian1 gu4,ファーム
hsk6級,艰难,jian1 nan2,難しい
hsk6級,坚韧,jian1 ren4,タフ
hsk6級,坚实,jian1 shi2,固体
hsk6級,监视,jian1 shi4,サーベイランス
hsk6級,坚硬,jian1 ying4,ハード
hsk6級,监狱,jian1 yu4,刑務所
hsk6級,兼职,jian1 zhi2,パートタイム
hsk6級,拣,jian3,拾い
hsk6級,剪彩,jian3 cai3,リボンをカット
hsk6級,简化,jian3 hua4,簡素化
hsk6級,简陋,jian3 lou4,シンプルで、粗
hsk6級,检讨,jian3 tao3,レビュー
hsk6級,简体字,jian3 ti3 zi4,簡体
hsk6級,检验,jian3 yan4,テスト
hsk6級,简要,jian3 yao4,ブリーフ
hsk6級,溅,jian4,スプラッシュ
hsk6級,鉴别,jian4 bie2,差別化
hsk6級,间谍,jian4 die2,スパイ
hsk6級,鉴定,jian4 ding4,鑑定
hsk6級,见多识广,jian4 duo1 shi2 guang3,インフォ
hsk6級,间隔,jian4 ge2,インターバル
hsk6級,间接,jian4 jie1,間接の
hsk6級,见解,jian4 jie3,ビュー
hsk6級,健全,jian4 quan2,音
hsk6級,践踏,jian4 ta4,圧倒する
hsk6級,舰艇,jian4 ting3,軍艦
hsk6級,见闻,jian4 wen2,知識
hsk6級,见义勇为,jian4 yi4 yong3 wei2,サマリア人
hsk6級,鉴于,jian4 yu2,に照らして
hsk6級,将近,jiang1 jin4,ほとんど
hsk6級,将军,jiang1 jun1,一般的な
hsk6級,僵硬,jiang1 ying4,スティッフ
hsk6級,桨,jiang3,パドル
hsk6級,奖励,jiang3 li4,報酬
hsk6級,奖赏,jiang3 shang3,報酬
hsk6級,降临,jiang4 lin2,降り懸かり
hsk6級,交叉,jiao1 cha1,クロス
hsk6級,交代,jiao1 dai4,説明責任
hsk6級,焦点,jiao1 dian3,フォーカス
hsk6級,焦急,jiao1 ji2,心配して
hsk6級,娇气,jiao1 qi4,Effemination
hsk6級,交涉,jiao1 she4,交渉
hsk6級,交往,jiao1 wang3,性行為
hsk6級,交易,jiao1 yi4,トランザクション
hsk6級,搅拌,jiao3 ban4,炒め
hsk6級,角落,jiao3 luo4,コーナー
hsk6級,缴纳,jiao3 na4,貢献
hsk6級,较量,jiao4 liang4,コンテスト
hsk6級,教养,jiao4 yang3,生い立ち
hsk6級,皆,jie1,全て
hsk6級,阶层,jie1 ceng2,地層
hsk6級,揭发,jie1 fa1,晒し
hsk6級,接连,jie1 lian2,別の後
hsk6級,揭露,jie1 lu4,明らかにしました
hsk6級,杰出,jie2 chu1,顕著
hsk6級,结果,jie2 guo3,結果
hsk6級,竭尽全力,jie2 jin4 quan2 li4,努力を惜しみません
hsk6級,结晶,jie2 jing1,結晶
hsk6級,结局,jie2 ju2,エンディング
hsk6級,结算,jie2 suan4,決済
hsk6級,截至,jie2 zhi4,アップ
hsk6級,节奏,jie2 zou4,リズム
hsk6級,解除,jie3 chu2,取り除き
hsk6級,解雇,jie3 gu4,火災
hsk6級,解剖,jie3 pou1,解剖
hsk6級,解散,jie3 san4,解散
hsk6級,解体,jie3 ti3,崩壊
hsk6級,戒备,jie4 bei4,警報
hsk6級,借鉴,jie4 jian4,学び
hsk6級,界限,jie4 xian4,リミット
hsk6級,借助,jie4 zhu4,とともに
hsk6級,津津有味,jin1 jin1 you3 wei4,レリッシュ付き
hsk6級,金融,jin1 rong2,金融
hsk6級,尽快,jin3 kuai4,可能な限り迅速に
hsk6級,尽量,jin3 liang4,限り
hsk6級,紧密,jin3 mi4,近い
hsk6級,紧迫,jin3 po4,緊急
hsk6級,锦绣前程,jin3 xiu4 qian2 cheng2,明るい未来
hsk6級,进而,jin4 er2,そして、
hsk6級,进攻,jin4 gong1,攻撃
hsk6級,进化,jin4 hua4,進化
hsk6級,近来,jin4 lai2,最近
hsk6級,浸泡,jin4 pao4,浸し
hsk6級,晋升,jin4 sheng1,プロモーション
hsk6級,近视,jin4 shi4,近視
hsk6級,劲头,jin4 tou2,精神
hsk6級,进展,jin4 zhan3,進捗
hsk6級,茎,jing1,幹
hsk6級,精打细算,jing1 da3 xi4 suan4,清算
hsk6級,惊动,jing1 dong4,乱し
hsk6級,经费,jing1 fei4,ファンド
hsk6級,精华,jing1 hua2,本質
hsk6級,精简,jing1 jian3,スリム化
hsk6級,兢兢业业,jing1 jing1 ye4 ye4,慎重かつ良心的
hsk6級,精密,jing1 mi4,正確
hsk6級,惊奇,jing1 qi2,驚かる
hsk6級,精确,jing1 que4,正確
hsk6級,经商,jing1 shang1,ビジネス
hsk6級,精通,jing1 tong1,堪能
hsk6級,经纬,jing1 wei3,兆銘
hsk6級,精心,jing1 xin1,精巧
hsk6級,惊讶,jing1 ya4,驚き
hsk6級,精益求精,jing1 yi4 qiu2 jing1,優秀
hsk6級,精致,jing1 zhi4,改善
hsk6級,井,jing3,良く
hsk6級,警告,jing3 gao4,警告
hsk6級,警惕,jing3 ti4,警報
hsk6級,颈椎,jing3 zhui1,頚椎
hsk6級,境界,jing4 jie4,分野
hsk6級,敬礼,jing4 li3,敬礼
hsk6級,竞赛,jing4 sai4,コンテスト
hsk6級,镜头,jing4 tou2,ショット
hsk6級,竞选,jing4 xuan3,以下のために実行し
hsk6級,纠纷,jiu1 fen1,紛争
hsk6級,纠正,jiu1 zheng4,補正
hsk6級,酒精,jiu3 jing1,アルコール
hsk6級,救济,jiu4 ji4,和らげ
hsk6級,就近,jiu4 jin4,近所
hsk6級,就业,jiu4 ye4,雇用を入手
hsk6級,就职,jiu4 zhi2,オフィスを取り
hsk6級,鞠躬,ju1 gong1,弓
hsk6級,拘留,ju1 liu2,拘留
hsk6級,拘束,ju1 shu4,制限し
hsk6級,居住,ju1 zhu4,ライブ
hsk6級,局部,ju2 bu4,部分的
hsk6級,局面,ju2 mian4,状況
hsk6級,局势,ju2 shi4,状況
hsk6級,局限,ju2 xian4,リミット
hsk6級,举动,ju3 dong4,動き
hsk6級,咀嚼,ju3 jue2,チュー
hsk6級,沮丧,ju3 sang4,うつ病
hsk6級,举世闻名,ju3 shi4 wen2 ming2,世界に有名な
hsk6級,举世瞩目,ju3 shi4 zhu3 mu4,世界的に注目を集め
hsk6級,举足轻重,ju3 zu2 qing1 zhong4,重要
hsk6級,剧本,ju4 ben3,スクリプト
hsk6級,聚精会神,ju4 jing1 hui4 shen2,注意深く
hsk6級,剧烈,ju4 lie4,厳しい
hsk6級,据悉,ju4 xi1,これは、ことが報告されてい
hsk6級,决策,jue2 ce4,決定
hsk6級,绝望,jue2 wang4,絶望
hsk6級,觉悟,jue2 wu4,意識
hsk6級,觉醒,jue2 xing3,モーニングコール
hsk6級,军队,jun1 dui4,軍
hsk6級,卡通,ka3 tong1,漫画
hsk6級,开采,kai1 cai3,鉱山
hsk6級,开除,kai1 chu2,火災
hsk6級,开阔,kai1 kuo4,オープン
hsk6級,开朗,kai1 lang3,明るい
hsk6級,开明,kai1 ming2,明るい
hsk6級,开辟,kai1 pi4,切り開き
hsk6級,开水,kai1 shui3,沸騰したお湯
hsk6級,开拓,kai1 tuo4,切り開き
hsk6級,开展,kai1 zhan3,打ち上げ
hsk6級,开支,kai1 zhi1,経費
hsk6級,刊登,kan1 deng1,公開
hsk6級,勘探,kan1 tan4,探検
hsk6級,刊物,kan1 wu4,出版
hsk6級,看待,kan4 dai4,扱い
hsk6級,看来,kan4 lai2,それはそう
hsk6級,看望,kan4 wang4,訪問
hsk6級,慷慨,kang1 kai3,寛容な
hsk6級,考察,kao3 cha2,調査
hsk6級,考古,kao3 gu3,考古学
hsk6級,考核,kao3 he2,評価し
hsk6級,考验,kao3 yan4,テスト
hsk6級,靠拢,kao4 long3,アプローチ
hsk6級,磕,ke1,ノック
hsk6級,颗粒,ke1 li4,顆粒
hsk6級,科目,ke1 mu4,主題
hsk6級,可观,ke3 guan1,かなりの
hsk6級,可口,ke3 kou3,おいしい
hsk6級,渴望,ke3 wang4,願望
hsk6級,可恶,ke3 wu4,憎い
hsk6級,可笑,ke3 xiao4,ばかげました
hsk6級,可行,ke3 xing2,可能
hsk6級,刻不容缓,ke4 bu4 rong2 huan3,押し
hsk6級,客户,ke4 hu4,クライアント
hsk6級,课题,ke4 ti2,問題
hsk6級,啃,ken3,一口
hsk6級,恳切,ken3 qie4,本格的
hsk6級,坑,keng1,ピット
hsk6級,空洞,kong1 dong4,空洞
hsk6級,空前绝后,kong1 qian2 jue2 hou4,空前
hsk6級,空想,kong1 xiang3,ファンタジー
hsk6級,空虚,kong1 xu1,空虚
hsk6級,孔,kong3,穴
hsk6級,恐吓,kong3 he4,脅し
hsk6級,恐惧,kong3 ju4,恐れ
hsk6級,空白,kong4 bai2,ブランク
hsk6級,空隙,kong4 xi4,インタースペース
hsk6級,口气,kou3 qi4,トーン
hsk6級,口腔,kou3 qiang1,経口
hsk6級,口头,kou3 tou2,口頭
hsk6級,口音,kou3 yin1,アクセント
hsk6級,枯竭,ku1 jie2,疲れ果て
hsk6級,枯燥,ku1 zao4,鈍い
hsk6級,苦尽甘来,ku3 jin4 gan1 lai2,Kujinganlai
hsk6級,挎,kua4,クア
hsk6級,跨,kua4,クロス
hsk6級,快活,kuai4 huo5,メリー
hsk6級,宽敞,kuan1 chang5,広々
hsk6級,款待,kuan3 dai4,ホスピタリティー
hsk6級,款式,kuan3 shi4,スタイル
hsk6級,筐,kuang1,バスケット
hsk6級,框架,kuang4 jia4,フレーム
hsk6級,旷课,kuang4 ke4,欠勤
hsk6級,况且,kuang4 qie3,また、
hsk6級,亏待,kui1 dai4,Mistreats
hsk6級,亏损,kui1 sun3,損失
hsk6級,昆虫,kun1 chong2,昆虫
hsk6級,捆绑,kun3 bang3,バインディング
hsk6級,扩充,kuo4 chong1,拡張
hsk6級,扩散,kuo4 san4,スプレッド
hsk6級,扩张,kuo4 zhang1,拡張
hsk6級,啦,la1,ラ
hsk6級,喇叭,la3 ba5,スピーカー
hsk6級,来历,lai2 li4,歴史
hsk6級,来源,lai2 yuan2,ソース
hsk6級,栏目,lan2 mu4,セクション
hsk6級,懒惰,lan3 duo4,レイジー
hsk6級,狼狈,lang2 bei4,恥ずかしい
hsk6級,朗读,lang3 du2,読書
hsk6級,捞,lao1,掬い上げ
hsk6級,唠叨,lao2 dao5,がみがみ
hsk6級,牢固,lao2 gu4,ファーム
hsk6級,牢骚,lao2 sao1,不満
hsk6級,乐趣,le4 qu4,喜び
hsk6級,乐意,le4 yi4,ウィリング
hsk6級,雷达,lei2 da2,レーダー
hsk6級,类似,lei4 si4,同様の
hsk6級,冷淡,leng3 dan4,冷たい
hsk6級,冷酷,leng3 ku4,厳しい
hsk6級,冷却,leng3 que4,冷却
hsk6級,愣,leng4,散漫
hsk6級,黎明,li2 ming2,夜明け
hsk6級,理睬,li3 cai3,注意を払い
hsk6級,里程碑,li3 cheng2 bei1,マイルストーン
hsk6級,礼节,li3 jie2,礼儀
hsk6級,理所当然,li3 suo3 dang1 ran2,勿論
hsk6級,理直气壮,li3 zhi2 qi4 zhuang4,正しい
hsk6級,理智,li3 zhi4,理由
hsk6級,立场,li4 chang3,位置
hsk6級,历代,li4 dai4,過去の王朝
hsk6級,利害,li4 hai4,関心
hsk6級,立交桥,li4 jiao1 qiao2,跨線橋
hsk6級,历来,li4 lai2,常に
hsk6級,利率,li4 lv4,金利
hsk6級,力所能及,li4 suo3 neng2 ji2,どのような
hsk6級,立体,li4 ti3,三次元
hsk6級,力图,li4 tu2,努力
hsk6級,例外,li4 wai4,例外
hsk6級,力争,li4 zheng1,に努め
hsk6級,立足,li4 zu2,足掛かり
hsk6級,联欢,lian2 huan1,懇親会
hsk6級,廉洁,lian2 jie2,正直な
hsk6級,联络,lian2 luo4,接触
hsk6級,联盟,lian2 meng2,提携
hsk6級,连年,lian2 nian2,年連続
hsk6級,连锁,lian2 suo3,チェーン
hsk6級,连同,lian2 tong2,一緒に
hsk6級,联想,lian2 xiang3,准
hsk6級,良心,liang2 xin1,良心
hsk6級,晾,liang4,空気
hsk6級,谅解,liang4 jie3,理解
hsk6級,辽阔,liao2 kuo4,莫大
hsk6級,列举,lie4 ju3,リスト
hsk6級,淋,lin2,水薬
hsk6級,临床,lin2 chuang2,臨床の
hsk6級,吝啬,lin4 se4,けちな
hsk6級,凌晨,ling2 chen2,夜明け前
hsk6級,灵感,ling2 gan3,霊感
hsk6級,灵魂,ling2 hun2,魂
hsk6級,伶俐,ling2 li4,賢い
hsk6級,灵敏,ling2 min3,敏感
hsk6級,零星,ling2 xing1,散発
hsk6級,领会,ling3 hui4,理解し
hsk6級,领事馆,ling3 shi4 guan3,領事館
hsk6級,领土,ling3 tu3,領土
hsk6級,领悟,ling3 wu4,実現
hsk6級,领先,ling3 xian1,リード
hsk6級,领袖,ling3 xiu4,リーダー
hsk6級,溜,liu1,スリップ
hsk6級,流浪,liu2 lang4,バガボンド
hsk6級,留恋,liu2 lian4,懐かしさとリコール
hsk6級,流露,liu2 lu4,明らかにする
hsk6級,流氓,liu2 mang2,ローグ
hsk6級,留念,liu2 nian4,ピクチャ
hsk6級,留神,liu2 shen2,注意を払い
hsk6級,流通,liu2 tong1,循環し
hsk6級,聋哑,long2 ya3,聾唖
hsk6級,隆重,long2 zhong4,壮大な
hsk6級,垄断,long3 duan4,独占
hsk6級,笼罩,long3 zhao4,エンベロープ
hsk6級,搂,lou3,抱擁
hsk6級,炉灶,lu2 zao4,ストーブ
hsk6級,轮船,lun2 chuan2,汽船
hsk6級,轮廓,lun2 kuo4,等高線
hsk6級,轮胎,lun2 tai1,タイヤ
hsk6級,论坛,lun4 tan2,フォーラム
hsk6級,论证,lun4 zheng4,立論
hsk6級,啰唆,luo1 suo5,ったらしい
hsk6級,螺丝钉,luo2 si1 ding1,ネジ
hsk6級,落成,luo4 cheng2,完成しました
hsk6級,落实,luo4 shi2,インプリメント
hsk6級,络绎不绝,luo4 yi4 bu4 jue2,無限ストリーム
hsk6級,屡次,lv3 ci4,繰り返し
hsk6級,履行,lv3 xing2,果たし
hsk6級,掠夺,lve4 duo2,略奪
hsk6級,略微,lve4 wei1,わずかに
hsk6級,麻痹,ma2 bi4,麻痺
hsk6級,麻木,ma2 mu4,痺れ
hsk6級,麻醉,ma2 zui4,麻酔
hsk6級,码头,ma3 tou2,埠頭
hsk6級,嘛,ma5,良く
hsk6級,埋伏,mai2 fu2,待ち伏せ
hsk6級,埋没,mai2 mo4,埋め
hsk6級,埋葬,mai2 zang4,埋め
hsk6級,迈,mai4,ストライド
hsk6級,脉搏,mai4 bo2,パルス
hsk6級,埋怨,man2 yuan4,文句を言い
hsk6級,漫长,man4 chang2,エンドレス
hsk6級,漫画,man4 hua4,漫画
hsk6級,慢性,man4 xing4,慢性的
hsk6級,蔓延,man4 yan2,スプレッド
hsk6級,忙碌,mang2 lu4,忙しい
hsk6級,茫茫,mang2 mang2,莫大
hsk6級,盲目,mang2 mu4,ブラインド
hsk6級,茫然,mang2 ran2,損失
hsk6級,冒充,mao4 chong1,ポージング
hsk6級,茂盛,mao4 sheng4,Maunsell
hsk6級,枚,mei2,ゴールド
hsk6級,媒介,mei2 jie4,メディア
hsk6級,媒体,mei2 ti3,メディア
hsk6級,没辙,mei2 zhe2,Mozhe
hsk6級,美观,mei3 guan1,美しい
hsk6級,美满,mei3 man3,ハッピー
hsk6級,美妙,mei3 miao4,素晴らしい
hsk6級,门诊,men2 zhen3,外来患者
hsk6級,蒙,meng2,モンゴル
hsk6級,萌芽,meng2 ya2,芽
hsk6級,猛烈,meng3 lie4,激しい
hsk6級,梦想,meng4 xiang3,夢
hsk6級,眯,mi1,目を細め
hsk6級,弥补,mi2 bu3,作り
hsk6級,迷惑,mi2 huo5,混乱させる
hsk6級,弥漫,mi2 man4,浸透
hsk6級,迷人,mi2 ren2,魅力的な
hsk6級,迷失,mi2 shi1,失われました
hsk6級,迷信,mi2 xin4,迷信
hsk6級,密度,mi4 du4,密度
hsk6級,密封,mi4 feng1,シール
hsk6級,免得,mian3 de5,LEST
hsk6級,勉励,mian3 li4,発奮
hsk6級,勉强,mian3 qiang3,渋々
hsk6級,免疫,mian3 yi4,免疫
hsk6級,面貌,mian4 mao4,見て
hsk6級,面子,mian4 zi5,顔
hsk6級,描绘,miao2 hui4,描き
hsk6級,渺小,miao3 xiao3,小さな
hsk6級,蔑视,mie4 shi4,軽蔑
hsk6級,灭亡,mie4 wang2,滅び
hsk6級,民间,min2 jian1,フォーク
hsk6級,民用,min2 yong4,民事上
hsk6級,敏感,min3 gan3,敏感
hsk6級,敏捷,min3 jie2,アジリティ
hsk6級,敏锐,min3 rui4,キーン
hsk6級,名次,ming2 ci4,ランキング
hsk6級,名额,ming2 e2,場所
hsk6級,名副其实,ming2 fu4 qi2 shi2,真
hsk6級,明明,ming2 ming2,明らかに
hsk6級,名誉,ming2 yu4,評判
hsk6級,命名,ming4 ming2,名前
hsk6級,摸索,mo1 suo5,探り
hsk6級,膜,mo2,膜
hsk6級,摩擦,mo2 ca1,摩擦
hsk6級,模范,mo2 fan4,モデル
hsk6級,魔鬼,mo2 gui3,悪魔
hsk6級,磨合,mo2 he2,言い合い
hsk6級,模式,mo2 shi4,モード
hsk6級,魔术,mo2 shu4,マジック
hsk6級,模型,mo2 xing2,モデル
hsk6級,抹杀,mo3 sha1,消し
hsk6級,莫名其妙,mo4 ming2 qi2 miao4,不可解
hsk6級,默默,mo4 mo4,サイレント
hsk6級,墨水儿,mo4 shui3 r5,インクの子供たち
hsk6級,谋求,mou2 qiu2,求め
hsk6級,模样,mu2 yang4,外観
hsk6級,母语,mu3 yu3,母国語
hsk6級,目睹,mu4 du3,証人
hsk6級,目光,mu4 guang1,見て
hsk6級,沐浴,mu4 yu4,風呂
hsk6級,拿手,na2 shou3,良い
hsk6級,纳闷儿,na4 men4 r5,神童
hsk6級,耐用,nai4 yong4,丈夫な
hsk6級,难得,nan2 de2,レア
hsk6級,难堪,nan2 kan1,恥ずかしい
hsk6級,难免,nan2 mian3,避けられません
hsk6級,难能可贵,nan2 neng2 ke3 gui4,称賛に値する
hsk6級,恼火,nao3 huo3,イライラ
hsk6級,内涵,nei4 han2,含蓄
hsk6級,内幕,nei4 mu4,裏話
hsk6級,内在,nei4 zai4,内部
hsk6級,能量,neng2 liang4,エネルギー
hsk6級,嗯,ńg,ああ
hsk6級,拟定,ni3 ding4,推敲
hsk6級,年度,nian2 du4,年
hsk6級,捏,nie1,鋳型
hsk6級,拧,ning2,ツイスト
hsk6級,凝固,ning2 gu4,凝固
hsk6級,凝聚,ning2 ju4,凝集
hsk6級,凝视,ning2 shi4,視線
hsk6級,宁肯,ning4 ken3,かなり
hsk6級,宁愿,ning4 yuan4,かなり
hsk6級,纽扣儿,niu3 kou4 r5,ボタンの子どもたち
hsk6級,扭转,niu3 zhuan3,ツイスト
hsk6級,浓厚,nong2 hou4,厚い
hsk6級,农历,nong2 li4,陰暦
hsk6級,奴隶,nu2 li4,奴隷
hsk6級,挪,nuo2,動き
hsk6級,虐待,nve4 dai4,呵責
hsk6級,哦,o4,まあ
hsk6級,殴打,ou1 da3,打ちのめし
hsk6級,欧洲,Ou1 zhou1,ヨーロッパ
hsk6級,呕吐,ou3 tu4,吐き
hsk6級,趴,pa1,嘘
hsk6級,排斥,pai2 chi4,拒絶し
hsk6級,排除,pai2 chu2,除外する
hsk6級,排放,pai2 fang4,放射
hsk6級,徘徊,pai2 huai2,ホバー
hsk6級,派别,pai4 bie2,党派
hsk6級,派遣,pai4 qian3,派遣
hsk6級,攀登,pan1 deng1,クライミング
hsk6級,盘旋,pan2 xuan2,スパイラル
hsk6級,畔,pan4,銀行
hsk6級,判决,pan4 jue2,判決
hsk6級,庞大,pang2 da4,巨大な
hsk6級,抛弃,pao1 qi4,放棄し
hsk6級,泡沫,pao4 mo4,フォーム
hsk6級,培训,pei2 xun4,列車
hsk6級,培育,pei2 yu4,養い
hsk6級,配备,pei4 bei4,とともに
hsk6級,配偶,pei4 ou3,配偶者
hsk6級,配套,pei4 tao4,サポート
hsk6級,盆地,pen2 di4,流域
hsk6級,烹饪,peng1 ren4,料理
hsk6級,捧,peng3,平坦
hsk6級,劈,pi1,ハック
hsk6級,批发,pi1 fa1,卸し
hsk6級,批判,pi1 pan4,批判
hsk6級,疲惫,pi2 bei4,疲れ果て
hsk6級,皮革,pi2 ge2,革
hsk6級,疲倦,pi2 juan4,疲れました
hsk6級,脾气,pi2 qi5,気性
hsk6級,屁股,pi4 gu5,尻
hsk6級,譬如,pi4 ru2,例えば
hsk6級,偏差,pian1 cha1,偏差
hsk6級,偏见,pian1 jian4,偏見
hsk6級,偏僻,pian1 pi4,遠隔
hsk6級,偏偏,pian1 pian1,ハプンズ
hsk6級,片段,pian4 duan4,断片
hsk6級,片刻,pian4 ke4,瞬間
hsk6級,漂浮,piao1 fu2,フロート
hsk6級,飘扬,piao1 yang2,飛び
hsk6級,拼搏,pin1 bo2,ハードワーク
hsk6級,拼命,pin1 ming4,必死に
hsk6級,贫乏,pin2 fa2,貧しい
hsk6級,频繁,pin2 fan2,しばしば
hsk6級,贫困,pin2 kun4,貧しい
hsk6級,频率,pin2 lv4,周波数
hsk6級,品尝,pin3 chang2,味
hsk6級,品德,pin3 de2,道義
hsk6級,品行,pin3 xing2,行動
hsk6級,品质,pin3 zhi4,品質
hsk6級,平凡,ping2 fan2,一般
hsk6級,评估,ping2 gu1,評価し
hsk6級,评论,ping2 lun4,レビュー
hsk6級,平面,ping2 mian4,プレーン
hsk6級,平坦,ping2 tan3,フラット
hsk6級,平行,ping2 xing2,パラレル
hsk6級,平原,ping2 yuan2,平野
hsk6級,屏障,ping2 zhang4,バリア
hsk6級,坡,po1,スロープ
hsk6級,泼,po1,スプラッシュ
hsk6級,颇,po1,かなり
hsk6級,迫不及待,po4 bu4 ji2 dai4,待つことができません
hsk6級,迫害,po4 hai4,迫害
hsk6級,破例,po4 li4,例外を作り
hsk6級,魄力,po4 li4,大胆さ
hsk6級,扑,pu1,ときめき
hsk6級,铺,pu1,ショップ
hsk6級,普及,pu3 ji2,人気のあり
hsk6級,朴实,pu3 shi2,あどけない
hsk6級,瀑布,pu4 bu4,滝
hsk6級,欺负,qi1 fu5,いじめ
